Latitude,Longitude,Murder,Theft,Rape,Eve tease,Kidnapping,Accidents,Camera
27.53344286,76.76928174,8,35,4,12,5,60,1
29.59316827,76.76934402,9,76,5,4,13,11,0
15.43062858,76.76935943,4,77,3,11,1,55,1
11.34370249,76.76946404,1,78,10,17,6,43,0
30.28771601,76.76958933,3,31,5,12,9,4,1
16.14117961,76.77014359,3,51,10,6,9,35,0
11.90844788,76.77024212,8,54,3,5,14,42,1
21.20075719,76.77037788,7,8,5,22,5,8,1
17.56751551,76.77038481,2,66,1,18,11,54,1
18.29858432,76.77077921,2,46,6,19,12,29,1
26.55021369,76.77098632,2,19,5,18,13,55,0
23.14369653,76.77100514,2,18,0,14,4,5,0
16.74613641,76.77141208,10,41,4,22,3,13,1
11.13391831,76.77145114,6,85,8,7,8,38,0
29.02301038,76.77170267,9,85,6,16,14,28,1
23.75392997,76.77181781,10,19,4,21,5,28,0
18.40242235,76.77211185,6,63,4,6,2,18,1
21.6606545,76.77217692,6,51,8,18,4,25,0
30.25246064,76.77240562,10,82,8,25,2,31,0
27.83737631,76.77255269,3,78,6,12,12,5,1
23.43188009,76.77265716,5,88,4,6,3,26,1
24.03293096,76.77279441,8,7,6,19,7,44,0
22.69456744,76.77300128,9,85,4,23,11,43,1
15.67721492,76.77316031,6,75,4,14,5,31,1
21.01086608,76.77349593,1,16,3,20,15,21,1
21.92819739,76.77366803,7,8,8,16,9,58,0
23.45249924,76.77381586,7,8,7,6,8,5,0
25.85625616,76.7738279,5,94,1,5,7,36,0
14.29055854,76.77405733,6,69,10,17,10,48,1
28.96065207,76.77415608,8,72,1,16,6,45,0
24.49594377,76.77420522,1,20,1,19,7,42,0
22.51587816,76.77422429,9,54,3,1,8,32,0
28.7322829,76.77461502,0,2,9,17,8,26,0
13.96829535,76.7746329,7,56,3,23,3,37,0
13.93892653,76.7746405,4,68,3,20,13,53,1
21.32916818,76.77464412,4,11,9,16,9,39,1
12.80189872,76.77475941,9,57,6,1,11,48,0
28.65404879,76.7747956,3,96,6,23,7,47,0
11.17232122,76.77492599,6,88,6,10,9,19,1
28.6302529,76.77520279,6,93,2,21,11,27,0
24.5691704,76.77533958,9,99,8,23,10,10,0
11.02431419,76.77538992,8,11,3,4,3,47,1
13.17592465,76.77548796,1,19,10,21,5,26,0
15.12643097,76.7758273,7,78,1,12,5,24,0
26.13493845,76.77583906,6,49,1,8,6,13,1
19.15090961,76.77616963,0,61,6,6,4,50,0
11.33970945,76.77643445,1,82,0,9,5,2,0
26.92308292,76.77646315,1,8,3,5,11,38,0
30.24187023,76.7767495,4,97,9,10,8,54,1
20.99178673,76.77699357,1,87,9,19,14,3,1
16.18590647,76.77750445,7,71,8,12,11,1,1
15.02412378,76.77754578,6,8,5,20,4,19,0
19.7344981,76.77773861,0,56,8,10,14,31,0
20.64860908,76.77779512,1,43,5,4,4,22,0
22.29732257,76.77784186,7,14,6,11,11,36,1
14.55502267,76.77812317,4,93,4,4,15,29,0
16.57645212,76.77820177,1,36,10,18,3,27,1
10.92724418,76.77851197,3,29,0,2,3,57,1
16.96873935,76.77853432,3,93,2,19,6,30,1
12.19698367,76.77910681,8,77,3,2,9,1,1
28.89236008,76.77917351,9,1,3,17,11,38,0
20.48082775,76.77933717,8,51,1,25,8,43,1
16.6107216,76.77970629,2,85,7,3,13,54,1
27.71549527,76.77976549,8,26,8,9,14,29,1
17.13259392,76.78020199,7,46,4,15,1,14,1
22.67968685,76.78059615,8,53,0,0,4,28,1
29.49776597,76.78068669,9,24,5,4,13,12,1
12.60652974,76.78076191,3,90,2,10,5,45,1
21.66462738,76.78081952,9,68,0,5,0,56,0
24.23607243,76.78146015,7,85,6,1,15,17,1
24.68985515,76.78149728,6,72,7,9,10,18,0
19.29753774,76.78187556,10,83,6,24,11,8,1
28.95857977,76.78234102,6,57,8,22,5,12,0
12.12658387,76.78234456,9,7,6,15,2,50,1
16.55880899,76.78252977,9,86,6,23,15,10,0
23.05421132,76.78259723,3,38,5,19,11,26,0
17.42745625,76.78277161,10,43,7,8,15,46,0
25.81465781,76.78288905,5,85,3,21,0,4,1
25.63169336,76.78294325,8,61,6,2,15,28,1
13.64906303,76.78334066,5,42,7,17,1,53,1
26.28440161,76.78420762,3,59,3,14,8,38,1
27.45506576,76.7843722,4,51,1,15,11,10,0
17.2419011,76.78456352,4,71,1,9,12,52,1
23.53263337,76.7847087,6,75,3,10,5,45,0
20.11083408,76.78494411,4,4,9,22,14,16,1
27.14198767,76.78498731,5,41,3,14,14,26,0
17.57700833,76.7850748,8,71,3,22,7,56,1
22.81744095,76.78530722,6,64,4,20,5,49,0
24.08513726,76.78532985,4,49,6,13,9,26,0
17.46822976,76.78547675,4,71,8,0,13,6,0
28.03575987,76.78566379,6,72,7,22,6,7,1
12.52901775,76.78582469,5,78,4,16,9,46,0
22.35375604,76.7860911,9,42,1,2,9,17,1
23.38117215,76.78610288,2,45,3,17,13,23,1
22.80033292,76.78689619,2,52,0,21,4,11,1
17.28136972,76.78722128,1,54,2,13,4,47,0
25.83995797,76.78747089,1,25,5,24,6,1,1
20.17379582,76.78781971,7,73,6,8,1,48,0
12.25535309,76.78791681,0,87,5,5,6,32,0
30.20390255,76.78801312,9,25,2,3,6,30,1
12.22939282,76.78851348,1,2,1,1,15,54,1
14.02577565,76.78879447,5,61,4,1,7,36,0
29.67105168,76.78884827,9,85,1,2,9,33,1
24.45897038,76.78899897,6,1,0,14,14,56,1
11.59889177,76.78919488,7,29,4,16,9,43,1
11.35549809,76.78929683,0,42,6,6,4,23,0
25.86714183,76.78931643,6,60,2,2,0,25,0
29.3915666,76.78939873,4,41,5,18,3,40,0
13.52214814,76.78974388,2,13,10,11,14,45,0
26.0583624,76.79013467,10,32,8,2,11,50,1
15.65096247,76.79033769,1,34,5,20,5,19,0
16.41410514,76.79092721,5,80,4,12,4,1,0
16.74044693,76.79115216,5,21,2,22,11,11,1
23.87287386,76.79116475,6,59,4,19,8,20,0
12.98905283,76.79122684,5,66,9,4,8,16,0
27.03110758,76.79168594,7,73,9,23,3,58,0
23.86891627,76.79175671,10,3,6,17,12,50,0
29.80389656,76.79192402,1,65,5,12,0,47,0
16.46808217,76.79200416,2,15,1,3,5,43,1
25.05890079,76.79210838,9,37,5,3,4,12,0
28.59480075,76.79219334,0,31,2,13,11,27,0
19.60852879,76.79259967,8,26,7,10,15,45,1
22.38442735,76.79277264,8,64,6,15,12,27,0
16.11729071,76.79277752,2,92,4,5,3,19,0
17.67305471,76.79318979,8,14,2,6,9,56,0
24.86936968,76.79323811,5,27,4,5,13,37,1
12.97586394,76.79389279,8,85,10,20,8,55,1
19.06887181,76.79390951,2,88,0,20,4,6,0
26.37950675,76.79401546,5,63,4,10,9,49,0
20.53463057,76.79426786,7,50,8,24,8,40,1
19.66835499,76.79434056,8,11,9,11,9,20,0
27.83952403,76.79438568,2,68,8,7,9,9,0
18.62263586,76.79458541,10,90,6,1,5,45,0
12.87877679,76.79459355,1,42,7,11,12,41,0
17.03888001,76.79465455,1,75,2,13,11,57,1
28.36360197,76.79477703,3,75,8,1,0,10,1
28.63329716,76.7949745,2,68,9,5,14,14,1
24.44680256,76.79531336,2,66,3,20,7,13,0
15.18286762,76.79602121,4,94,8,3,15,44,1
23.62158607,76.79612868,8,78,9,23,15,19,1
27.19673488,76.79668729,1,15,5,2,11,0,0
21.06298937,76.79682602,1,23,6,12,8,5,0
17.13019,76.79717739,8,74,3,24,12,16,1
20.02338605,76.79741272,2,32,2,22,11,50,1
18.05514028,76.79810456,6,59,7,2,5,59,1
23.07124473,76.79816465,8,60,0,4,13,33,0
24.63371351,76.79856558,9,74,1,18,6,34,1
14.94989034,76.79876469,10,52,6,1,15,25,0
13.73582469,76.79886655,0,26,7,0,0,43,1
23.89045216,76.79889622,9,66,3,21,3,20,0
18.18764919,76.79902936,9,14,4,4,6,26,1
30.42701146,76.79935897,8,24,5,8,6,37,1
29.43533559,76.79946189,7,99,0,5,14,42,1
21.11092316,76.79966303,10,56,8,23,7,38,0
21.22083643,76.79997931,4,98,7,19,0,43,1
20.93416133,76.80029308,6,28,6,22,2,33,0
28.40616992,76.80083731,8,9,10,0,14,30,0
23.84138295,76.80088883,2,62,7,1,9,47,1
29.98468029,76.80100097,8,79,9,23,10,18,1
21.59211363,76.80103693,9,65,4,20,4,33,1
16.625931,76.8010496,1,56,2,1,15,22,1
13.90674243,76.80121031,3,12,8,4,12,20,0
24.74506195,76.8013065,1,79,3,9,14,37,0
19.80079667,76.8021499,0,74,8,6,3,26,1
28.15282641,76.80218914,1,34,2,13,13,32,0
23.0610738,76.80232854,2,60,5,12,0,1,1
16.35791876,76.802389,10,62,8,7,8,47,1
21.11919466,76.80240161,7,67,8,15,13,17,0
13.59659315,76.80247095,4,75,4,21,1,38,0
25.31200956,76.80287869,7,53,6,11,10,34,0
19.07325734,76.80298284,1,54,8,16,14,41,1
22.13191948,76.80306243,1,99,1,14,12,12,0
12.23679293,76.80337932,2,9,3,18,2,4,0
14.57911306,76.80360629,6,64,8,1,7,35,0
12.83632833,76.80407407,9,40,1,12,9,47,1
28.81232822,76.80477341,5,34,10,17,5,37,1
19.70944805,76.80485906,1,21,7,24,5,25,0
20.27792126,76.8048721,1,16,2,19,11,46,1
12.66713629,76.80488333,4,94,10,4,13,39,0
26.33815813,76.80501135,5,22,6,5,1,41,1
19.92885966,76.80517203,1,5,2,12,12,2,1
13.81057573,76.8058081,4,11,2,20,14,27,1
15.11713049,76.80590145,8,49,10,21,11,58,0
17.12352822,76.805964,1,35,6,3,1,60,0
25.78717139,76.80605353,4,87,6,2,12,54,1
15.32359785,76.80617926,10,40,1,16,13,13,0
20.05658127,76.80627842,4,84,5,14,10,56,1
14.65755931,76.80633003,6,75,8,4,3,3,0
23.42963186,76.80705612,10,78,1,16,13,6,0
19.81764101,76.80708532,1,45,1,10,4,41,0
22.88966968,76.80716668,7,99,4,20,13,16,0
19.9800956,76.80749731,9,54,6,18,12,7,1
26.97141793,76.8078957,1,41,0,4,14,16,0
27.4073042,76.80794518,9,72,6,11,10,10,0
27.85072939,76.80813614,8,29,1,25,0,45,0
27.31927103,76.80822014,9,30,3,24,12,28,0
23.19871973,76.8083914,8,46,6,25,7,9,0
25.26331163,76.80850069,6,28,4,7,7,18,0
28.84659669,76.80875513,9,20,5,20,0,40,0
19.60683426,76.80897755,7,54,8,24,6,10,0
16.47748069,76.80921335,6,57,7,13,14,40,1
12.15271769,76.80930244,2,73,2,9,6,54,1
23.0935014,76.8093944,5,6,2,12,4,45,1
11.2188457,76.80944614,4,33,8,7,6,29,0
26.14523005,76.80968588,3,38,7,18,1,52,1
27.97125238,76.80971605,7,26,1,7,1,28,0
25.73588756,76.80976406,9,90,2,13,0,8,0
23.95877627,76.81016744,8,2,6,15,10,22,1
19.49726108,76.81042734,7,15,3,24,11,59,1
24.66947019,76.81059994,1,98,8,2,10,38,1
13.94479134,76.81089355,6,10,8,7,10,23,1
13.42650216,76.81097932,9,75,3,19,3,14,0
22.18933843,76.81150411,10,77,7,24,0,41,0
22.07204494,76.81153046,7,46,8,4,4,51,1
16.83709898,76.8116058,5,57,6,14,0,41,0
25.22601571,76.81198161,10,57,9,17,4,53,1
13.2241534,76.81217853,4,86,5,14,12,24,0
17.62983777,76.81238083,3,13,6,12,11,45,1
24.78701108,76.81241079,9,92,2,6,7,50,1
17.10181677,76.81242458,7,4,5,24,12,19,0
27.90730116,76.81247304,6,38,4,4,9,52,1
18.05450515,76.8128137,6,17,4,3,3,2,0
22.30398892,76.81378206,8,30,5,17,0,34,0
26.84732955,76.81384627,3,55,9,14,9,4,1
16.30382958,76.81404564,6,40,3,16,12,15,1
30.06760777,76.81409349,4,42,1,1,13,27,1
25.46334028,76.81443064,3,56,6,10,9,51,1
14.03527427,76.8146988,1,31,7,16,2,12,0
26.22890746,76.81490632,8,33,1,16,8,14,1
14.95209316,76.81492065,4,39,5,6,8,54,1
16.32865308,76.81497731,0,73,9,16,9,50,0
21.61552855,76.81511961,9,55,9,3,9,52,1
26.70714429,76.81561292,2,6,1,12,1,5,0
25.01771598,76.81603567,2,12,8,21,1,14,0
18.47672259,76.81626349,10,67,1,5,3,47,0
19.39946691,76.81647428,8,5,1,14,11,28,0
16.57323119,76.81662027,5,81,1,16,10,41,1
19.52640063,76.81680666,7,32,1,0,3,14,0
14.98035218,76.81696672,4,38,6,1,7,40,1
15.27816172,76.81738113,6,23,9,14,2,15,0
15.48534287,76.81766831,4,40,1,12,13,38,0
29.41091179,76.818227,1,66,4,17,15,22,0
26.36905799,76.81824027,6,87,9,17,9,16,0
22.66964766,76.81888733,5,4,7,1,9,3,0
17.53191304,76.81952961,6,38,9,2,7,32,0
21.10853698,76.81957206,9,78,1,17,12,57,1
19.00888698,76.81968311,9,25,7,11,10,27,1
16.00422022,76.81982071,7,68,6,19,14,13,1
12.55336752,76.81996207,5,99,7,11,1,19,1
14.34689151,76.82042233,1,69,4,20,14,51,0
22.71608932,76.82062053,8,70,3,7,13,21,0
11.66096338,76.82075417,4,68,0,21,2,23,0
26.70931191,76.82077728,6,85,3,18,8,45,0
15.4674218,76.82081188,4,9,1,21,14,20,1
22.7544863,76.82084537,5,33,9,9,6,58,0
30.34562067,76.82090316,3,37,9,25,3,42,0
24.25156615,76.82107487,3,28,1,5,9,5,1
18.33208622,76.82153906,1,71,6,25,13,28,1
22.24688633,76.82164139,9,8,1,17,11,1,0
23.33759102,76.82207836,0,82,9,6,6,21,1
29.41821182,76.82211812,6,74,3,16,6,26,1
17.45433826,76.82220711,8,73,7,2,14,25,1
26.56942812,76.82329618,7,93,3,13,13,46,0
14.18882072,76.82344329,7,51,6,8,5,11,0
11.59123782,76.82362868,2,64,6,11,3,39,0
28.00078258,76.82402262,3,4,0,9,14,55,0
28.65434838,76.82445657,9,37,9,24,15,23,1
28.48545178,76.82462629,4,46,9,16,9,36,1
12.63834218,76.82483343,9,54,3,2,14,56,0
24.58014671,76.82483693,2,18,8,9,15,27,1
18.37238958,76.8252129,2,78,3,23,2,51,1
26.53746431,76.82531248,8,14,4,24,1,22,1
19.14355489,76.8255069,8,35,4,13,5,60,1
23.68833566,76.82559621,8,97,9,18,1,55,0
28.75401425,76.82576882,0,45,9,9,9,40,1
26.40413487,76.82602946,7,36,9,12,10,5,0
16.8086799,76.82610181,5,83,10,25,11,58,0
13.82568686,76.8261489,0,2,5,3,10,27,1
22.37711899,76.82620641,4,41,8,17,3,19,0
26.09488746,76.82625185,2,76,2,18,5,52,1
19.22136692,76.82638007,3,22,3,11,1,59,1
21.9196638,76.82678722,9,50,8,20,5,59,1
26.13718714,76.82687068,2,17,8,13,8,50,0
16.43734854,76.82701689,8,65,9,14,13,47,0
14.33852075,76.82733373,4,43,5,18,5,35,0
21.77485364,76.82752105,8,54,9,18,14,40,0
27.77103981,76.82761206,2,46,4,14,6,23,0
20.7567505,76.82809524,7,77,1,25,7,3,1
16.23188681,76.82825949,10,42,3,21,8,44,0
29.36964291,76.82834345,1,84,10,1,14,0,1
30.1675296,76.82846035,8,16,4,23,12,5,1
21.83912873,76.82877163,2,1,3,15,6,42,1
15.34242501,76.82882243,6,37,0,22,5,21,1
18.79922544,76.82893133,9,37,9,3,11,29,1
21.24988704,76.829031,3,63,9,5,13,41,1
15.64432773,76.8290527,6,60,0,23,6,29,0
22.17443273,76.82905566,3,74,1,6,2,29,0
12.07121111,76.82931624,6,41,9,2,3,29,0
15.34462452,76.82933631,8,97,2,8,4,14,1
21.30920287,76.82945116,6,98,4,9,3,7,0
29.68639961,76.82960069,6,21,7,20,7,45,0
27.17310558,76.82965709,2,32,0,22,12,23,1
16.35111552,76.83011523,2,14,9,20,5,19,0
12.1526435,76.83012078,2,53,1,2,4,7,0
16.19220979,76.8301401,7,61,6,23,10,6,0
24.85942446,76.83041605,6,50,8,12,11,40,0
19.69412573,76.83054909,4,59,3,14,10,55,1
18.44833947,76.83108269,5,20,2,4,15,13,0
20.31661518,76.83119958,6,7,3,18,5,32,0
21.3747375,76.83129981,8,84,1,19,2,27,1
22.1610096,76.83130869,6,77,2,20,5,14,1
27.61341416,76.83150927,8,46,0,2,14,45,1
18.74015355,76.83164004,9,17,3,2,10,39,0
22.44604601,76.83272982,3,77,8,1,9,1,0
22.40111053,76.83277694,8,38,9,8,6,6,0
22.25050814,76.83288207,7,14,10,8,2,26,1
10.78059169,76.83321794,0,69,9,10,11,24,0
28.25100448,76.83334327,3,15,2,14,15,5,1
15.63276128,76.83354458,2,67,6,2,14,36,0
13.42570161,76.83426226,1,8,3,7,5,39,1
19.47743445,76.83436715,5,94,8,15,4,47,0
16.75759381,76.83551247,2,95,4,16,5,6,1
18.46110789,76.83556115,1,88,5,24,14,35,1
18.50855269,76.83565662,7,30,4,13,4,10,1
24.95675777,76.83604276,9,71,1,15,7,20,1
13.94615946,76.83632231,9,48,9,6,14,2,0
25.65672475,76.83651774,9,3,4,4,15,0,1
28.72041114,76.83681736,3,74,2,12,4,26,0
21.47498617,76.83682386,1,21,7,24,3,10,1
25.93959307,76.83707134,6,56,5,14,14,46,1
16.60585964,76.837193,8,32,4,20,3,55,1
14.23972109,76.83729753,4,18,9,19,6,20,1
23.90362569,76.83731633,4,9,6,23,7,16,1
21.57789038,76.83746753,7,50,7,24,3,59,1
19.91342879,76.83754488,6,46,3,11,13,39,1
21.40171486,76.8378788,1,78,9,18,10,27,0
23.43641697,76.83829109,8,25,6,9,14,29,0
18.43377662,76.83850142,9,1,4,20,0,43,1
14.24818515,76.83862743,0,2,3,2,0,57,0
19.52343691,76.83863717,9,98,8,3,6,36,0
28.36872875,76.83898007,10,38,5,12,0,42,0
19.70877787,76.83914931,8,54,4,18,12,7,0
17.74266107,76.83925048,7,57,1,11,13,11,0
28.24146625,76.83929974,6,31,2,23,10,13,1
10.80615706,76.83937673,1,73,9,1,13,60,0
28.45722364,76.83973119,1,46,7,7,8,58,1
24.57414728,76.83976696,8,92,5,21,11,30,1
20.97449521,76.83987087,2,10,2,1,9,52,1
20.16353697,76.83992283,7,95,1,18,6,38,0
17.97029715,76.8400866,9,87,3,20,7,52,0
17.78055493,76.840732,9,34,1,10,3,37,1
12.12460257,76.84111638,2,75,5,5,6,23,1
23.49295363,76.84113452,8,47,0,21,13,53,0
22.49052285,76.84124007,1,26,4,18,3,48,1
14.2985673,76.84128221,1,98,5,23,2,26,1
27.39361208,76.84131572,8,62,6,3,10,59,1
20.14142199,76.84131913,3,61,2,18,9,59,1
24.36489327,76.84143437,8,40,9,23,13,20,0
18.06269275,76.84152453,9,5,7,3,11,51,0
25.86099828,76.84157709,6,96,7,18,11,14,0
29.06708377,76.84172277,5,5,7,0,0,32,0
23.58888791,76.84178271,5,89,8,16,1,45,0
22.21339189,76.84181022,7,39,4,22,6,19,1
19.96966637,76.84181105,3,35,6,10,13,50,1
18.70107257,76.84182632,7,41,4,5,10,15,0
11.017149,76.84203519,5,97,2,0,4,3,0
13.33213461,76.84218674,7,56,8,19,12,51,1
26.486808,76.84221366,6,32,4,11,3,16,0
12.09231891,76.84258199,1,33,8,5,3,44,0
14.26503272,76.84272658,6,98,2,12,9,31,1
23.44171823,76.84285123,8,50,7,20,9,49,1
16.65659477,76.84290541,9,62,0,10,8,15,0
28.04803273,76.84296301,5,21,7,15,1,3,1
27.15538286,76.84301265,2,63,3,1,6,13,0
14.58460888,76.84363439,1,23,7,15,10,57,1
11.05267412,76.84405797,1,80,4,13,0,4,0
28.45930415,76.84416529,3,10,3,11,10,46,0
18.24289741,76.84426999,4,55,6,20,1,19,1
22.60001009,76.84428814,2,26,0,19,6,25,1
26.48364771,76.84446183,3,93,1,10,3,23,0
22.03430745,76.84457369,8,23,0,11,3,53,1
27.87778671,76.84461761,7,17,8,24,2,46,1
22.7820887,76.84465505,8,48,1,11,4,33,1
23.74679099,76.84478027,6,50,5,0,4,53,1
18.75392556,76.84479132,5,36,1,10,2,36,0
21.01980321,76.84509459,5,86,7,16,7,55,0
14.73730621,76.84521836,5,62,9,10,3,60,1
17.91532117,76.84523353,8,18,4,0,13,56,1
21.00223305,76.84563205,5,2,8,10,3,36,1
29.09558722,76.84574192,9,30,7,10,14,6,0
17.04739967,76.84582996,1,63,1,9,5,5,0
15.18582585,76.84590724,5,23,2,23,3,23,0
13.40703052,76.84594137,1,56,8,9,11,54,1
27.2414979,76.84612096,9,65,8,12,2,20,0
14.8963275,76.84615708,4,30,2,2,4,35,1
28.99063096,76.84618328,7,9,2,14,5,49,1
20.97302786,76.8462864,5,17,10,9,4,49,1
26.70591156,76.84740235,9,60,3,24,3,7,0
24.36115752,76.84760651,1,61,10,15,4,42,0
21.37262577,76.84772915,8,3,10,12,2,21,0
16.81751126,76.84792469,3,27,1,5,14,51,1
29.95793301,76.84815377,2,9,4,7,2,11,1
14.58135279,76.84832327,6,9,7,17,4,4,1
13.15516466,76.84837788,4,1,3,7,6,34,1
16.50799346,76.84868006,6,91,6,1,9,17,0
15.11636881,76.84878804,8,95,9,16,3,49,0
25.61996766,76.8488521,8,96,5,6,3,39,1
22.24554971,76.84926455,10,51,10,13,13,49,0
30.25649225,76.8497818,9,84,5,14,15,1,0
14.49170136,76.85017617,4,78,5,14,10,52,0
26.71270147,76.85018481,6,17,1,9,1,46,0
19.31429695,76.85039145,4,14,1,1,14,26,1
26.58884692,76.85055851,5,54,9,2,9,2,0
21.2400256,76.85063886,5,87,2,10,14,0,1
14.66230084,76.85078562,5,47,2,22,9,13,1
24.4729261,76.85103805,6,51,4,17,13,34,1
19.00800264,76.85132724,8,45,3,15,13,1,1
28.81710623,76.85226661,3,25,6,2,5,24,1
12.10893146,76.85259623,4,28,2,15,10,2,1
26.11693705,76.85275781,1,25,8,13,5,41,1
12.93720474,76.85302848,10,14,6,17,11,35,0
19.01270447,76.85327147,1,71,8,11,4,38,1
16.33964598,76.85351816,4,54,2,1,6,53,0
30.29058813,76.85353486,3,45,4,20,0,43,1
25.62670088,76.85370141,7,10,2,11,5,42,0
30.07415243,76.85371504,6,77,8,16,10,38,1
25.86031254,76.85400457,3,42,7,10,10,59,0
12.32732952,76.85416293,6,15,8,6,8,16,1
23.99236991,76.85448012,2,97,6,0,1,55,0
14.46353857,76.85491219,2,48,7,20,12,38,1
17.87379513,76.85491653,5,30,3,1,12,3,0
12.29131037,76.85499883,2,23,7,23,3,18,0
26.47404129,76.85500777,4,73,3,21,5,58,1
14.89420475,76.85595151,5,45,5,20,1,23,0
23.94460036,76.85597788,8,44,7,18,4,52,1
28.13178692,76.85631682,9,42,6,10,6,56,1
13.53046087,76.85642167,4,70,0,15,8,51,0
22.05147292,76.85688974,9,16,2,11,2,13,0
24.81690035,76.85718019,7,70,4,3,4,15,0
16.1772271,76.85742147,4,19,6,21,13,27,1
19.99400951,76.85753017,1,64,10,11,4,5,1
26.03081864,76.85759521,6,52,4,8,13,22,1
14.10768922,76.85771426,5,34,6,0,2,58,1
14.82858548,76.85808041,7,22,4,5,11,43,1
30.28701318,76.85810652,4,29,4,18,7,31,0
12.60840863,76.85812271,8,22,4,4,14,1,0
19.26024545,76.85817137,1,82,6,20,12,27,0
26.24823523,76.85817908,8,100,10,25,8,9,0
18.31378966,76.85821322,0,72,2,25,10,1,1
25.73539847,76.85835202,3,42,3,7,0,50,1
12.94575961,76.85841754,4,48,1,6,2,46,1
12.69838089,76.85845212,4,37,7,4,8,54,1
24.85417974,76.85860755,10,17,5,25,0,47,1
20.43393366,76.85882492,1,33,3,13,11,16,1
21.14467747,76.8588704,5,32,1,19,7,41,1
19.78820522,76.85904104,2,22,1,7,4,55,0
28.59207473,76.85907145,6,50,3,16,1,55,0
18.11916858,76.85907914,1,57,7,18,2,26,0
12.18748956,76.85928823,6,66,8,3,14,51,0
23.81021914,76.85931727,7,28,5,3,8,50,1
20.2245622,76.85968547,9,56,6,0,1,38,1
11.50842585,76.8597646,6,33,1,15,13,23,0
27.2758814,76.85995611,4,5,1,8,2,29,1
21.31979574,76.86043807,8,43,2,1,14,55,1
22.36349744,76.86064823,4,77,8,22,12,53,0
24.05657304,76.86070991,2,100,3,8,7,10,0
16.68255813,76.86089422,9,85,4,19,2,11,0
19.88406417,76.86107569,2,100,4,5,5,8,0
27.85714454,76.8612259,3,7,6,18,10,21,1
19.35173498,76.86124376,2,84,9,22,8,17,0
13.51275457,76.86130633,7,0,1,0,7,29,1
23.45069315,76.86247765,7,93,1,6,4,0,0
25.92878297,76.86380157,5,1,4,18,13,56,1
17.72125703,76.86392976,8,25,4,13,10,33,0
17.06416249,76.86396347,3,45,2,6,2,34,0
19.22648682,76.86408867,4,55,2,15,10,29,0
17.57753012,76.86433589,2,4,3,15,12,22,0
24.56043606,76.86444395,9,81,4,8,5,15,1
19.09201181,76.86445438,2,48,8,5,13,35,0
14.16672581,76.86475335,8,71,1,13,1,53,0
21.28737456,76.86544124,2,47,1,1,7,48,1
25.66843062,76.8658602,8,81,4,1,9,35,1
26.00655836,76.8667205,2,50,9,5,11,20,1
17.00406585,76.86691972,4,13,7,11,2,3,0
25.2708736,76.86710541,6,89,7,19,1,3,0
20.75430216,76.86766278,1,4,7,18,8,40,1
28.71410662,76.86769552,2,36,5,7,8,45,0
26.1573292,76.86770909,7,46,7,5,3,33,1
17.83794874,76.86797742,6,31,7,22,10,38,0
24.43304344,76.86801898,1,50,6,16,1,4,0
15.82176281,76.86849082,8,92,8,4,2,16,1
24.45687356,76.86928088,8,87,7,25,4,57,1
16.96885982,76.86994684,7,6,6,13,4,57,1
25.72557137,76.87013564,6,94,3,6,12,37,1
21.30302675,76.870547,9,30,10,21,11,5,1
14.11793991,76.87055699,8,97,1,2,11,39,0
27.78688293,76.87079677,0,12,6,7,7,39,0
13.54650793,76.87096817,8,43,7,20,7,57,0
29.50816698,76.87132898,3,75,4,17,3,55,1
18.80934805,76.87189939,8,30,7,4,2,37,0
18.61017384,76.87192772,1,69,3,8,13,47,1
30.3364752,76.87233363,6,62,1,17,11,37,0
21.87293586,76.8725392,5,88,10,21,12,50,0
24.21358729,76.87273839,6,41,1,11,6,37,1
13.93211349,76.87283006,7,71,7,2,10,18,1
24.61533993,76.87353884,2,11,4,18,7,43,1
13.15026756,76.87399736,5,42,7,23,9,6,1
15.75904122,76.87405123,8,7,2,7,10,39,0
29.4161868,76.8741701,7,7,6,21,4,44,0
27.92924918,76.8743124,8,13,8,20,12,57,0
21.60734597,76.874429,7,25,3,18,13,29,0
25.36208427,76.87451651,4,97,6,9,1,11,1
23.52800459,76.87491824,10,62,5,3,5,13,1
21.86688537,76.87509877,9,64,8,9,8,30,1
12.24765438,76.87537063,4,40,5,1,11,51,1
25.23554046,76.87560999,2,98,6,3,7,48,1
27.30608709,76.87596247,7,87,1,4,13,23,1
25.8105646,76.87607533,1,27,7,18,6,34,1
22.07146142,76.87624814,4,52,8,21,10,2,1
11.86047231,76.87633918,7,87,1,11,12,54,1
16.63389853,76.87643508,5,52,5,0,14,14,0
26.94924857,76.87646589,9,31,3,16,5,13,1
22.37163756,76.87648103,9,42,2,7,13,8,0
23.89181768,76.87681061,7,64,2,23,8,26,0
25.44239256,76.87692407,2,20,1,11,10,2,0
11.1232601,76.8771107,3,10,6,4,8,9,0
24.62844893,76.87717041,9,11,2,16,13,38,0
12.37092922,76.87757704,0,91,2,11,1,22,0
12.36381551,76.87769196,0,62,0,20,9,53,0
12.8838046,76.87788143,5,33,5,20,10,38,0
16.28552068,76.87800914,1,86,0,18,12,44,0
15.81070746,76.87818048,2,3,5,8,10,48,1
19.77771324,76.87870188,9,36,10,11,2,14,1
27.00341798,76.87878076,7,15,9,8,11,21,0
27.60024496,76.87948218,2,14,8,2,10,49,1
26.14672617,76.8795228,3,17,6,16,9,20,0
28.19331955,76.87973188,1,24,0,25,15,52,1
